STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,lat,long,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/21/2020,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/22/2020,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/23/2020,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/24/2020,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/25/2020,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/26/2020,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/27/2020,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/28/2020,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/29/2020,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/30/2020,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/12/2020,,,0.13,2.5,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/13/2020,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/14/2020,,,0.4,5,5,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/17/2020,,,0.4,3,8,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/18/2020,,,0.09,1,7,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/19/2020,,,0,0,6,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/20/2020,,,0,0,4,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/21/2020,,,0,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/26/2020,,,0.06,1,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/27/2020,,,0,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/28/2020,,,0.3,5,7,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/1/2021,,,0,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/2/2021,,,0,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/3/2021,,,0,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/4/2021,,,0,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/5/2021,,,0,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/6/2021,,,0,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/7/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/8/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/9/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/10/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/11/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/12/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/13/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/14/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/15/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/16/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/17/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/18/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/19/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/20/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/21/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/22/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/23/2021,,,0.1,1,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/24/2021,,,0.1,1.5,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/25/2021,,,0.1,2,4,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/6/2021,,,,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/12/2021,,,2.15,12,19,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/14/2021,,,0,0,17,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/5/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/6/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/12/2021,,,0.35,4,6,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/13/2021,,,0.1,3,5,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/14/2021,,,0,0,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/18/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/19/2021,,,0.05,0.2,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/20/2021,,,0.5,8,7,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/21/2021,,,0,0,5,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/22/2021,,,0,0,4,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/25/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/27/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/1/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/2/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/3/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/4/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/5/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/6/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/7/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/8/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/9/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/10/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/11/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/12/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/13/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/14/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/15/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/16/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/17/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/18/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/19/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/20/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/21/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/22/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/23/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/24/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/25/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/26/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/27/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/28/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/29/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/30/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/1/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/2/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/3/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/4/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/5/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/6/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/7/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/8/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/9/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/10/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/11/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/12/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/13/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/14/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/15/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/16/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/17/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/18/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/19/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/20/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/21/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/22/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/23/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/24/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/25/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/26/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/27/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/28/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/29/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/30/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",7/31/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/1/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/2/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/3/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/4/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/5/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/6/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/7/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/8/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/9/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/10/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/11/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/12/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/13/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/14/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/15/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/16/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/17/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/18/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/19/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/20/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/21/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/22/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/23/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/24/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/25/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/26/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/27/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/28/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/29/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/30/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",8/31/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/14/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/19/2021,,,0,0,0,37.6198538,-118.9829602,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,median,average
,,,,,,,,,,,,,0,0.587066929
